timestamp,time_since_start,round_id,data_id,accuracy
2025-10-21 20:00:01,26.497,0,0,24.907894736842106
2025-10-21 20:00:55,80.497,0,1,27.94736842105263
2025-10-21 20:01:25,110.497,0,2,29.342105263157897
2025-10-21 20:02:06,151.497,0,3,27.407894736842103
2025-10-21 20:02:41,186.497,0,4,28.55263157894737
2025-10-21 20:03:14,219.497,0,5,27.421052631578945
2025-10-21 20:03:37,242.497,0,6,26.40789473684211
2025-10-21 20:04:08,273.497,0,7,28.828947368421055
2025-10-21 20:04:40,305.497,0,8,26.31578947368421
2025-10-21 20:05:10,335.497,0,9,29.368421052631575
2025-10-21 20:05:45,370.497,0,10,33.35526315789474
2025-10-21 20:06:11,396.497,0,11,28.328947368421055
2025-10-21 20:06:37,422.497,0,12,28.76315789473684
2025-10-21 20:07:13,458.497,0,13,28.48684210526316
2025-10-21 20:07:41,486.497,0,14,25.513157894736842
2025-10-21 20:08:13,518.497,0,15,27.97368421052632
2025-10-21 20:08:41,546.497,0,16,28.72368421052632
2025-10-21 20:09:13,578.497,0,17,28.657894736842103
2025-10-21 20:09:50,615.497,0,18,25.67105263157895
2025-10-21 20:10:17,642.497,0,19,24.671052631578945
2025-10-21 20:10:57,682.497,0,20,25.210526315789473
2025-10-21 20:11:20,705.497,0,21,25.25
2025-10-21 20:11:49,734.497,0,22,25.210526315789473
2025-10-21 20:12:20,765.497,0,23,25.355263157894736
2025-10-21 20:12:51,796.497,0,24,25.19736842105263
2025-10-21 20:13:27,832.497,0,25,25.30263157894737
2025-10-21 20:13:56,861.497,0,26,25.592105263157894
2025-10-21 20:14:25,890.497,0,27,25.184210526315788
2025-10-21 20:14:52,917.497,0,28,25.236842105263158
2025-10-21 20:15:24,949.497,0,29,24.605263157894736
2025-10-21 20:15:57,982.497,0,30,20.11842105263158
2025-10-21 20:16:40,1025.497,0,31,25.67105263157895
2025-10-21 20:17:03,1048.497,0,32,27.57894736842105
2025-10-21 20:17:34,1079.497,0,33,23.42105263157895
2025-10-21 20:18:02,1107.497,0,34,23.69736842105263
2025-10-21 20:18:48,1153.497,0,35,25.434210526315788
2025-10-21 20:19:35,1200.497,0,36,25.973684210526315
2025-10-21 20:20:19,1244.497,0,37,29.63157894736842
2025-10-21 20:20:54,1279.497,0,38,31.342105263157894
2025-10-21 20:21:26,1311.497,0,39,28.22368421052632
2025-10-21 20:22:03,1348.497,0,40,26.69736842105263
2025-10-21 20:22:46,1391.497,0,41,30.539473684210527
2025-10-21 20:23:32,1437.497,0,42,38.65789473684211
2025-10-21 20:24:04,1469.497,0,43,34.78947368421053
2025-10-21 20:24:32,1497.497,0,44,30.789473684210527
2025-10-21 20:25:02,1527.497,0,45,41.43421052631579
2025-10-21 20:25:36,1561.497,0,46,31.486842105263158
2025-10-21 20:26:11,1596.497,0,47,35.75
2025-10-21 20:26:43,1628.497,0,48,36.171052631578945
2025-10-21 20:27:10,1655.497,0,49,42.6578947368421
2025-10-21 20:27:44,1689.497,0,50,37.67105263157895
2025-10-21 20:28:14,1719.497,0,51,39.75
2025-10-21 20:28:45,1750.497,0,52,24.763157894736842
2025-10-21 20:29:21,1786.497,0,53,25.11842105263158
2025-10-21 20:29:58,1823.497,0,54,28.842105263157897
2025-10-21 20:30:30,1855.497,0,55,30.93421052631579
2025-10-21 20:30:58,1883.497,0,56,26.526315789473685
2025-10-21 20:31:21,1906.497,0,57,30.13157894736842
