timestamp,time_since_start,round_id,data_id,accuracy
2025-11-06 06:28:04,39.76,0,0,24.921052631578945
2025-11-06 06:30:41,196.76,0,1,24.947368421052634
2025-11-06 06:31:44,259.76,0,2,27.092105263157894
2025-11-06 06:33:15,350.76,0,3,29.947368421052634
2025-11-06 06:34:19,414.76,0,4,25.67105263157895
2025-11-06 06:35:11,466.76,0,5,26.31578947368421
2025-11-06 06:36:24,539.76,0,6,25.092105263157894
2025-11-06 06:37:18,593.76,0,7,26.25
2025-11-06 06:38:26,661.76,0,8,26.31578947368421
2025-11-06 06:39:54,749.76,0,9,25.32894736842105
2025-11-06 06:41:00,815.76,0,10,25.56578947368421
2025-11-06 06:42:22,897.76,0,11,25.36842105263158
2025-11-06 06:43:03,938.76,0,12,25.644736842105264
2025-11-06 06:44:32,1027.76,0,13,27.157894736842103
2025-11-06 06:46:05,1120.76,0,14,26.986842105263158
2025-11-06 06:46:57,1172.76,0,15,27.421052631578945
2025-11-06 06:48:13,1248.76,0,16,27.157894736842103
2025-11-06 06:49:17,1312.76,0,17,32.80263157894737
2025-11-06 06:50:31,1386.76,0,18,25.513157894736842
2025-11-06 06:51:53,1468.76,0,19,24.802631578947366
2025-11-06 06:53:13,1548.76,0,20,25.842105263157894
2025-11-06 06:54:19,1614.76,0,21,27.31578947368421
2025-11-06 06:55:51,1706.76,0,22,27.684210526315788
2025-11-06 06:57:33,1808.76,0,23,29.276315789473685
2025-11-06 06:58:54,1889.76,0,24,27.236842105263158
2025-11-06 06:59:58,1953.76,0,25,27.171052631578945
2025-11-06 07:01:11,2026.76,0,26,32.14473684210527
2025-11-06 07:02:39,2114.76,0,27,30.11842105263158
2025-11-06 07:03:58,2193.76,0,28,29.157894736842106
2025-11-06 07:04:55,2250.76,0,29,31.210526315789473
2025-11-06 07:06:03,2318.76,0,30,29.131578947368418
2025-11-06 07:07:48,2423.76,0,31,29.039473684210527
2025-11-06 07:08:51,2486.76,0,32,29.947368421052634
2025-11-06 07:10:13,2568.76,0,33,33.46052631578947
2025-11-06 07:10:49,2604.76,0,34,30.30263157894737
2025-11-06 07:11:59,2674.76,0,35,34.223684210526315
2025-11-06 07:13:30,2765.76,0,36,38.473684210526315
2025-11-06 07:15:02,2857.76,0,37,38.69736842105263
2025-11-06 07:15:47,2902.76,0,38,45.18421052631579
2025-11-06 07:17:28,3003.76,0,39,40.86842105263158
2025-11-06 07:18:29,3064.76,0,40,41.973684210526315
2025-11-06 07:19:43,3138.76,0,41,36.276315789473685
2025-11-06 07:20:10,3165.76,0,42,35.578947368421055
2025-11-06 07:21:30,3245.76,0,43,33.171052631578945
2025-11-06 07:22:54,3329.76,0,44,38.05263157894736
2025-11-06 07:24:00,3395.76,0,45,37.76315789473684
2025-11-06 07:25:00,3455.76,0,46,35.618421052631575
2025-11-06 07:26:33,3548.76,0,47,35.078947368421055
2025-11-06 07:27:34,3609.76,0,48,37.89473684210527
2025-11-06 07:28:45,3680.76,0,49,37.46052631578947
2025-11-06 07:29:59,3754.76,0,50,29.460526315789476
2025-11-06 07:31:09,3824.76,0,51,26.31578947368421
2025-11-06 07:32:11,3886.76,0,52,25.223684210526315
2025-11-06 07:33:06,3941.76,0,53,24.960526315789476
2025-11-06 07:34:35,4030.76,0,54,25.394736842105264
2025-11-06 07:35:47,4102.76,0,55,27.97368421052632
2025-11-06 07:37:08,4183.76,0,56,25.539473684210527
2025-11-06 07:38:20,4255.76,0,57,28.197368421052634
2025-11-06 07:39:09,4304.76,0,58,28.27631578947368
2025-11-06 07:40:21,4376.76,0,59,35.78947368421053
2025-11-06 07:41:43,4458.76,0,60,40.68421052631579
2025-11-06 07:42:52,4527.76,0,61,45.14473684210527
2025-11-06 07:43:59,4594.76,0,62,46.94736842105263
2025-11-06 07:45:08,4663.76,0,63,32.65789473684211
2025-11-06 07:46:22,4737.76,0,64,36.434210526315795
2025-11-06 07:47:42,4817.76,0,65,40.26315789473684
2025-11-06 07:48:41,4876.76,0,66,51.13157894736842
2025-11-06 07:49:45,4940.76,0,67,52.434210526315795
2025-11-06 07:50:42,4997.76,0,68,53.421052631578945
2025-11-06 07:52:13,5088.76,0,69,39.5
2025-11-06 07:53:25,5160.76,0,70,30.907894736842106
2025-11-06 07:54:43,5238.76,0,71,32.578947368421055
2025-11-06 07:56:02,5317.76,0,72,47.23684210526316
2025-11-06 07:57:14,5389.76,0,73,45.078947368421055
2025-11-06 07:58:42,5477.76,0,74,40.921052631578945
2025-11-06 07:59:50,5545.76,0,75,43.85526315789473
2025-11-06 08:01:15,5630.76,0,76,45.28947368421052
2025-11-06 08:02:28,5703.76,0,77,44.85526315789474
2025-11-06 08:03:45,5780.76,0,78,47.328947368421055
2025-11-06 08:05:03,5858.76,0,79,56.07894736842105
2025-11-06 08:06:10,5925.76,0,80,55.52631578947368
2025-11-06 08:07:37,6012.76,0,81,49.84210526315789
2025-11-06 08:08:51,6086.76,0,82,39.81578947368421
2025-11-06 08:10:14,6169.76,0,83,37.30263157894737
2025-11-06 08:11:48,6263.76,0,84,38.05263157894736
2025-11-06 08:13:01,6336.76,0,85,32.73684210526316
2025-11-06 08:14:17,6412.76,0,86,34.93421052631579
2025-11-06 08:15:50,6505.76,0,87,36.31578947368421
2025-11-06 08:17:10,6585.76,0,88,30.026315789473685
2025-11-06 08:18:33,6668.76,0,89,29.84210526315789
2025-11-06 08:19:49,6744.76,0,90,32.56578947368421
2025-11-06 08:21:00,6815.76,0,91,34.5
2025-11-06 08:22:25,6900.76,0,92,40.526315789473685
